URLID,length,word_present,edited_2023
URLID_YHAC,47712.0,1,1
URLID_YCLL,31789.0,0,1
URLID_YPEK,90892.0,1,1
URLID_CKWJ,19402.09677419355,0,0
URLID_EJMA,59650.0,1,1
URLID_KSJD,20429.0,0,1
URLID_WAXF,31739.0,0,0
URLID_HZUM,18065.0,0,0
URLID_LAOF,92165.0,0,1
URLID_DUSH,37075.0,0,0
URLID_UNCG,18995.55072463768,0,0
URLID_WFOD,37217.0,0,0
URLID_JRAA,21854.9375,0,0
URLID_OCQC,16910.25,0,0
URLID_URIJ,38756.0,1,1
URLID_IDCM,15494.0,0,0
URLID_NFPA,19053.0,0,0
URLID_LRYD,39656.0,0,0
URLID_AKKK,75495.0,1,0
URLID_TDJF,45026.0,0,0
URLID_WINM,27484.0,0,0
URLID_QWBK,24618.0,0,0
URLID_OGPN,18358.5,1,0
URLID_XQOD,35637.0,1,0
URLID_TKPM,61478.0,1,0
URLID_XOMK,21012.0,0,0
URLID_ESBF,48407.0,1,1
URLID_XNGM,16735.0,1,0
URLID_YPVE,24667.0,1,1
URLID_YHJI,92059.0,1,1
URLID_GOYL,9608.0,0,0
URLID_IOWE,29091.0,0,0
URLID_RMBO,21163.0,0,0
URLID_IOND,96342.0,0,0
URLID_CADG,55869.0,1,1
URLID_BBYE,54641.0,1,1
URLID_NKVB,17201.0,0,0
URLID_AXHE,31140.0,0,1
URLID_XGGJ,38913.0,0,0
URLID_NCVG,14058.0,0,0
URLID_NMQB,15181.857142857143,0,0
URLID_GIUC,138353.0,1,1
URLID_YYQB,19857.5,0,0
URLID_MRJH,59932.0,1,1
URLID_ZJZB,50675.0,0,0
URLID_SNWK,18579.2942206655,0,0
URLID_RLQD,11037.0,0,0
URLID_EOLE,78020.0,1,1
URLID_ABZF,28775.0,0,0
URLID_BHKH,55342.0,1,1
URLID_DPUJ,18971.333333333332,0,0
URLID_BOHF,14916.0,0,0
URLID_DHKJ,48106.0,0,0
URLID_EUBJ,24679.916666666668,0,0
URLID_MRUN,20063.0,0,0
URLID_LSGE,37943.0,1,0
URLID_FKYG,59138.5,1,0
URLID_QJIH,27459.0,0,1
URLID_KLLB,15661.0,0,0
URLID_UWBB,55504.0,1,1
URLID_GLWG,19065.0,0,0
URLID_OKZH,23125.0,0,0
URLID_LTWG,133290.0,1,1
URLID_HTIJ,22730.0,0,0
URLID_GNMF,25531.0,0,0
URLID_UNVI,80818.0,1,1
URLID_MFIM,37767.0,1,0
URLID_KBXJ,72819.0,1,0
URLID_ZOIJ,29517.0,0,0
URLID_IKFD,25199.0,0,0
URLID_KNJM,38462.0,0,0
URLID_UVNE,43757.0,1,0
URLID_OEPM,20257.0,0,0
URLID_UAAB,20573.0,0,0
URLID_BDSC,17463.666666666668,0,0
URLID_RBWE,11468.055555555555,0,0
URLID_ERMF,19633.0,0,1
URLID_MQFO,20717.0,0,0
URLID_VUWD,20084.0,1,0
URLID_RCGA,45808.0,0,0
URLID_QGKL,18291.5,1,0
URLID_FCDC,29290.0,0,0
URLID_OPKC,17415.0,0,0
URLID_BVNK,17580.0,0,0
URLID_HALM,29607.0,0,1
URLID_HRWC,140549.0,1,1
URLID_VZUE,17582.0,0,0
URLID_WERI,28902.0,0,0
URLID_AYRJ,16628.107228915662,0,0
URLID_RIML,23356.0,0,0
URLID_CNWK,31033.0,1,0
URLID_JGIH,47464.0,1,1
URLID_AAWF,20496.5,0,0
URLID_QUVE,26982.0,0,1
URLID_INLB,40125.0,0,0
URLID_PPDD,29606.0,0,0
URLID_MAXG,20298.25,0,0
URLID_VEIG,9870.0,0,0
URLID_LTUI,62641.0,0,1
URLID_BEFB,68809.0,0,1
URLID_MJAE,32544.0,0,0
URLID_LDQG,21922.0,0,0
URLID_CZTF,20166.0,0,0
URLID_JLSM,16716.5,0,0
URLID_RXYK,25460.0,0,0
URLID_YJJB,20426.0,0,0
URLID_HWIJ,17375.598619896493,0,0
URLID_PHNK,28789.0,0,0
URLID_YWVG,17892.975609756097,0,0
URLID_QCLK,25511.0,0,0
URLID_ZCTI,24595.0,0,0
URLID_EAMD,23969.0,0,0
URLID_CFNJ,25614.0,0,0
URLID_EFSL,29880.0,0,0
URLID_EJPF,32305.0,1,0
URLID_UAEF,27789.0,0,1
URLID_QVLF,22847.0,0,1
URLID_NEEH,58654.0,1,1
URLID_LOUC,84029.0,1,1
URLID_MJYB,20449.333333333332,0,0
URLID_KRJH,43940.0,0,1
URLID_PYXG,14662.0,0,0
URLID_URHD,30686.0,0,0
URLID_WYCK,52325.0,1,1
URLID_IGGL,26029.0,1,0
URLID_BSLG,13323.0,0,0
URLID_ALSI,20430.652173913044,0,0
URLID_ZQSH,59000.0,0,0
URLID_SRQG,40570.0,1,1
URLID_MUGB,15553.0,0,0
URLID_AAZK,44812.0,0,0
URLID_VPZE,48013.0,1,1
URLID_HBLJ,26095.0,0,1
URLID_EMSB,22629.0,0,1
URLID_YNHG,21993.0,0,0
URLID_MMBB,40137.0,0,0
URLID_RUFB,24827.0,0,0
URLID_RUOB,25224.0,0,0
URLID_VUTD,74732.0,0,0
URLID_BBRA,33005.0,0,0
URLID_DKIL,53262.0,0,1
URLID_OQFM,51520.0,1,1
URLID_IAYH,18579.2942206655,0,0
URLID_PHYB,22296.0,0,0
URLID_WQYA,18623.0,0,0
URLID_BWTL,20683.0,0,0
URLID_XMOG,33410.666666666664,0,0
URLID_MNHH,14045.0,0,0
URLID_CKVM,21476.0,0,0
URLID_KMMB,16281.0,1,0
URLID_JXDF,21358.0,0,0
URLID_MNQB,43296.0,0,0
URLID_DCIA,17373.808988764045,0,0
URLID_UEWE,57840.0,0,0
URLID_JYZM,33014.0,0,0
URLID_YETF,30853.0,0,1
URLID_XZWK,15017.5,0,0
URLID_NNPK,18284.0,0,0
URLID_JJVM,21685.0,0,0
URLID_CTCA,22068.25,0,0
URLID_AGTF,24513.0,0,0
URLID_ROKF,42089.0,0,0
URLID_BWGL,17002.0,0,1
URLID_CSDB,22676.0,0,0
URLID_WIDB,24653.0,0,0
URLID_OFYB,20431.0,0,0
URLID_FAVI,34001.0,1,1
URLID_KQFD,18648.75,0,0
URLID_UQMB,20417.0,0,0
URLID_IALM,16606.0,0,0
URLID_RWLC,25951.5,0,1
URLID_YYPK,20155.5,0,0
URLID_JCBN,22560.0,0,0
URLID_QVTE,20430.0,0,0
URLID_VDBB,21548.0,0,0
URLID_LGYI,42850.0,1,1
URLID_SATD,67341.0,0,0
URLID_WMBJ,33332.0,0,0
URLID_GDZK,28419.0,1,0
URLID_ZLSK,24910.0,1,0
URLID_ZUFL,26851.0,0,0
URLID_JWII,58202.0,0,1
URLID_QHSA,38306.0,0,1
URLID_KXGG,30893.0,0,0
URLID_SWZG,21739.0,0,0
URLID_OOYH,18453.82857142857,0,0
URLID_DQVG,26192.0,0,0
URLID_FNSJ,28040.0,0,1
URLID_FUHN,25442.0,0,1
URLID_DKZD,21084.0,1,0
URLID_EAUB,19683.0,0,0
URLID_KMQN,35039.0,0,0
URLID_NGZE,44692.0,1,1
URLID_KXYD,26663.5,1,1
URLID_DDYL,32462.0,0,0
URLID_SYNI,33462.0,0,0
URLID_BBLA,25935.0,0,0
URLID_LXTL,14153.0,0,0
URLID_ANBJ,38706.0,1,1
URLID_NIPH,60534.0,0,1
URLID_RZXF,11468.055555555555,0,0
URLID_DVPB,18516.0,1,0
URLID_VVUE,22829.0,0,0
URLID_ZKPF,36786.0,1,1
URLID_SMDA,54621.0,1,1
URLID_ABTG,22757.0,0,0
URLID_JCTH,29180.0,0,1
URLID_TUVN,24304.0,0,0
URLID_TAFF,74025.0,1,1
URLID_MDXG,129499.0,1,1
URLID_FICD,224466.0,1,0
URLID_KRBC,53453.0,1,0
URLID_ZRJB,40763.0,1,1
URLID_DFSM,27058.0,0,0
URLID_UPMK,28445.4,0,0
URLID_WALB,33219.0,1,0
URLID_GKZK,34542.0,1,0
URLID_ABJG,31326.5,0,1
URLID_ENOJ,38121.0,0,1
URLID_IALJ,38022.0,0,0
URLID_JPYM,47839.0,0,1
URLID_EFJG,27677.0,1,0
URLID_JGAI,22162.0,0,0
URLID_EVII,11741.0,1,0
URLID_HWHH,71347.5,1,1
URLID_ZQHA,51071.0,0,0
URLID_HHPG,101496.0,1,1
URLID_CHXG,35401.0,0,0
URLID_QTMK,20392.0,1,0
URLID_MAXH,73828.0,1,1
URLID_JUJK,79453.0,0,0
URLID_JEIH,66333.0,1,1
URLID_XWPI,24392.0,0,0
URLID_WQOC,21561.0,0,0
URLID_RDNH,17614.122159090908,0,0
URLID_BGTG,38773.0,0,1
URLID_GDDL,21007.0,0,0
URLID_JQSF,16288.0,0,0
URLID_RAUL,29737.0,0,0
URLID_WCRH,34291.0,1,0
URLID_LMDE,18838.0,0,0
URLID_AAEJ,22019.0,1,0
URLID_DPWI,13928.0,0,0
URLID_UFMM,72036.0,0,0
URLID_IWKG,16067.0,0,0
URLID_CAII,23239.0,0,0
URLID_BYNE,26034.0,1,0
URLID_GHXF,37873.0,0,1
URLID_PRYK,57993.0,1,0
URLID_QNQA,93641.0,1,1
URLID_TNCB,48573.0,0,0
URLID_AEBK,27197.0,1,0
URLID_ABKE,16628.107228915662,0,0
URLID_VDBA,18856.757668711656,0,0
URLID_RPEE,24454.0,0,0
URLID_DMSA,61986.0,1,1
URLID_AZYI,16891.0,0,0
URLID_GTVL,64609.0,1,1
URLID_UHMG,17969.075675675675,0,0
URLID_MVCD,27440.333333333332,0,0
URLID_DJTD,26146.0,1,0
URLID_OYOM,37720.0,0,0
URLID_WHFL,90070.0,1,0
URLID_RCFD,19634.0,0,0
URLID_WLWL,22027.666666666668,0,0
URLID_QQZG,28615.5,0,0
URLID_BIEJ,36144.0,1,1
URLID_CNMM,21365.0,0,0
URLID_UYKM,54802.0,1,1
URLID_BMSI,16628.107228915662,0,0
URLID_SYSN,115895.0,1,1
URLID_PXYB,82562.0,1,1
URLID_MTRF,74201.0,0,1
URLID_ILBL,42359.0,1,1
URLID_DPPK,17427.59292035398,0,0
URLID_EIJD,15363.5,0,0
URLID_EUIE,28848.0,0,0
URLID_KHRK,28623.0,0,0
URLID_SSCJ,34795.0,1,1
URLID_JULI,24545.5,0,0
URLID_YSGA,22393.0,1,0
URLID_FZGG,19619.6,0,0
URLID_RTSB,30122.0,0,0
URLID_TYQJ,37693.0,1,1
URLID_SXRC,64007.0,1,1
URLID_GARK,32559.0,0,0
URLID_MURG,37970.0,1,1
URLID_JOUK,21909.0,0,0
URLID_GCUJ,29609.0,0,0
URLID_GUWN,19426.0,1,0
URLID_JSGJ,42259.0,1,1
URLID_CACC,72640.0,1,1
URLID_ZFEE,76676.0,1,0
URLID_AILH,27646.0,0,0
URLID_TNPF,45473.0,1,0
URLID_CVRH,28713.0,1,0
URLID_YOQC,23450.0,0,0
URLID_LQMD,41016.0,1,0
URLID_VBDJ,53442.0,1,1
URLID_ENIB,21477.714285714286,0,0
URLID_XPVN,36346.0,0,0
URLID_MUZH,14494.5,0,0
URLID_ICPC,35118.0,0,0
URLID_BMDE,22084.0,0,0
URLID_SNFE,24437.0,0,0
URLID_LTEG,58317.0,1,0
URLID_OGEK,15837.422077922078,0,0
URLID_BOGF,29974.0,0,1
URLID_TBUJ,37144.0,0,0
URLID_FMLH,20306.90740740741,0,0
URLID_URJK,27724.0,0,0
URLID_HTUL,40509.0,1,1
URLID_UPUN,52864.0,1,0
URLID_GMBC,18024.0,1,0
URLID_SMIL,54753.5,1,1
URLID_IDVK,34631.0,0,0
URLID_AHDO,24744.0,0,0
URLID_WOJJ,22983.0,0,0
URLID_EKVJ,13960.0,0,0
URLID_NCKD,18284.0,0,0
URLID_ENXM,25628.0,1,1
URLID_KQDE,14815.0,0,0
URLID_BZDO,17478.29683698297,0,0
URLID_ITDI,33365.0,1,0
URLID_KKCK,55231.0,0,0
URLID_YOJN,15627.5,0,0
URLID_XGUE,51137.0,1,1
URLID_RVBN,22140.0,0,0
URLID_YHCJ,23495.0,0,0
URLID_OSRC,17375.598619896493,0,0
URLID_XPJL,15452.833333333334,0,0
URLID_EGLE,89904.0,0,0
URLID_FNRA,14872.0,0,0
URLID_GGEJ,56866.0,0,1
URLID_NYTM,114639.0,1,1
URLID_ZAJC,23911.0,1,1
URLID_BGQM,67952.0,0,0
URLID_VCGL,20306.90740740741,0,0
URLID_XLWD,38891.0,0,1
URLID_VFNJ,90099.0,1,1
URLID_WCBO,39412.0,1,0
URLID_AWXM,39996.0,0,0
URLID_IUIB,66111.0,1,1
URLID_KBHB,41040.0,1,0
URLID_IVDL,55033.0,0,0
URLID_NONB,36248.0,1,1
URLID_QKYI,18551.479591836734,0,0
URLID_QPYM,50018.0,1,0
URLID_DJTF,30838.0,0,0
URLID_YGUH,48755.0,0,0
URLID_LABA,21508.0,1,0
URLID_WRZJ,18594.5,0,0
URLID_EXUC,21891.666666666668,0,0
URLID_LTAK,24871.0,0,0
URLID_PHZN,42938.0,0,1
URLID_DRCD,14097.0,0,0
URLID_WDON,21477.714285714286,0,0
URLID_UEDG,35069.0,0,0
URLID_YIYL,28059.0,0,1
URLID_CWRA,21585.333333333332,0,0
URLID_CQZH,31423.0,0,0
URLID_YMJB,34033.666666666664,0,1
URLID_BSYC,31827.0,1,0
URLID_RANF,17577.5,0,0
URLID_ZSNL,19611.0,0,0
URLID_GYWN,30565.0,1,0
URLID_RUOJ,40039.0,0,0
URLID_FAHA,30838.0,0,0
URLID_MVKN,17969.075675675675,0,0
URLID_FWGL,52067.0,1,1
URLID_PWIB,18617.0,0,0
URLID_EFOJ,211239.0,1,1
URLID_MZDF,34026.0,0,0
URLID_WBHE,21601.0,0,0
URLID_QHID,24140.0,0,0
URLID_MXGN,17460.0,0,1
URLID_MUEB,68365.0,1,1
URLID_VCGN,24035.0,0,0
URLID_GTJD,40090.5,1,1
URLID_QBRE,65349.0,1,1
URLID_TXTJ,18220.583333333332,0,0
URLID_GAOE,22243.0,1,1
URLID_UQFM,24487.0,1,0
URLID_OWNE,27549.0,0,0
URLID_QZYK,13175.185185185184,1,0
URLID_WJKK,16489.182795698925,0,0
URLID_HVSM,19081.0,1,0
URLID_VCWF,19101.0,0,0
URLID_FAWE,114377.0,1,0
URLID_ZXJC,50491.0,0,0
URLID_VMSM,28725.0,0,0
URLID_VMSE,15057.0,0,0
URLID_RDIJ,20124.333333333332,0,0
URLID_KTWJ,30215.0,0,0
URLID_HQNF,50009.0,0,0
URLID_MCCL,77481.0,1,1
URLID_VTRE,74261.0,0,0
URLID_BVTJ,34773.0,0,0
URLID_KUGK,15721.9,0,0
URLID_UJNK,30133.0,0,1
URLID_KNLC,111358.0,1,1
URLID_HBQA,23030.0,1,0
URLID_EMNH,84500.0,1,0
URLID_NWLL,22535.0,0,0
URLID_TCYH,24546.0,0,0
URLID_ZKBE,41866.0,0,1
URLID_HPSA,43566.0,1,1
URLID_HBXE,41199.0,1,0
URLID_DAHA,26615.0,1,1
URLID_UWMG,163112.25,1,1
URLID_JYKN,21227.0,1,0
URLID_ILRL,32308.5,0,0
URLID_ZIMG,139929.5,1,1
URLID_XBAI,45667.0,0,0
URLID_NUZI,16485.0,0,0
URLID_MIUE,30756.5,0,0
URLID_BEFD,18579.2942206655,0,0
URLID_FFQA,41641.0,1,0
URLID_WCIJ,21056.0,0,0
URLID_VVYB,31387.0,0,0
URLID_SEDA,16598.0,0,1
URLID_JGSI,34448.5,0,1
URLID_JUSN,34654.0,0,0
URLID_VXUH,150012.0,1,1
URLID_GERA,83998.0,1,1
URLID_DCUF,22748.0,0,0
URLID_JINA,17307.0,0,0
URLID_JXDC,16867.0,0,0
URLID_LVXF,63395.0,1,1
URLID_MXGE,34235.333333333336,1,0
URLID_IZOA,29692.333333333332,1,1
URLID_VCCM,29594.0,1,1
URLID_QXVF,18343.0,0,0
URLID_YWIJ,35158.0,0,1
URLID_VODK,24141.0,1,1
URLID_HOAI,37314.0,0,0
URLID_CHZI,16628.107228915662,0,0
URLID_AEJJ,16628.107228915662,0,0
URLID_JSOK,18129.306666666667,0,0
URLID_DCZD,18077.0,0,0
URLID_LQIJ,20008.666666666668,1,0
URLID_BHSE,36829.0,0,0
URLID_OXHF,33398.0,0,0
URLID_LWUE,58237.0,1,1
URLID_MQOL,18399.0,0,0
URLID_NBKN,20604.0,0,0
URLID_UWQH,48420.0,1,0
URLID_EJHN,16663.0,1,0
URLID_QLRD,19674.0,0,0
URLID_MGBO,81998.66666666667,1,1
URLID_THSK,15656.0,0,0
URLID_AGRG,22725.0,0,0
URLID_YQKB,20650.0,0,0
URLID_IMRH,73752.0,0,1
URLID_ODQE,47122.0,1,0
URLID_GUQC,18586.333333333332,0,0
URLID_PXEI,46615.0,1,0
URLID_CYMB,155985.0,1,1
URLID_IRUN,82840.0,1,1
URLID_CBNF,94096.0,1,1
URLID_BFKG,40508.5,0,0
URLID_NRON,51220.0,0,0
URLID_JJGM,29837.0,0,0
URLID_QPZA,26787.0,1,0
URLID_AAQD,19707.0,0,0
URLID_WWKI,154055.0,1,1
URLID_VENN,95909.0,1,1
URLID_YSXE,35401.0,0,0
URLID_EHMJ,49318.0,1,1
URLID_GECE,22166.333333333332,0,0
URLID_IDUJ,25201.0,0,0
URLID_FYEG,19002.0,0,0
URLID_IYKI,28293.0,0,0
URLID_UOMF,34742.0,1,1
URLID_NFLF,39051.0,1,1
URLID_DWBJ,46840.0,1,1
URLID_MPIK,56484.0,1,0
URLID_LCRI,38917.5,0,0
URLID_AQBD,15678.233333333334,0,0
URLID_JWZB,43969.0,0,0
URLID_YHQE,15557.0,0,0
URLID_OJOE,15369.0,0,0
URLID_KQTN,65250.0,0,0
URLID_YVHC,19904.23076923077,0,0
URLID_JODK,58350.0,1,1
URLID_MMBL,19247.0,0,0
URLID_UJVH,24298.0,0,0
URLID_MJAJ,55501.0,1,1
URLID_DEHE,10221.333333333334,0,0
URLID_TTYF,43823.0,1,0
URLID_YKYE,59765.0,1,1
URLID_IBDL,27030.0,0,0
URLID_ETIE,18149.91743119266,0,0
URLID_HQXI,19787.0,0,0
URLID_VIVF,17375.598619896493,0,0
URLID_IGNG,18072.0,0,0
URLID_UJPK,17867.0,0,0
URLID_ZBBB,17427.59292035398,0,0
URLID_BRNH,22215.0,0,1
URLID_TCVK,25299.0,0,0
URLID_AMSN,24180.5,0,0
URLID_QJQB,13308.0,0,0
URLID_VFZD,54734.0,1,1
URLID_QHIJ,29731.0,0,0
URLID_PKCK,23743.0,1,0
URLID_OQGF,33814.0,1,0
URLID_QXXB,22202.0,1,0
URLID_KKAA,35382.0,0,0
URLID_BMCJ,20256.0,1,0
URLID_SZLA,28454.0,0,0
URLID_CWZB,25466.0,0,0
URLID_PWDG,45197.0,0,0
URLID_UFJM,103857.0,1,1
URLID_ZJCE,10227.0,0,0
URLID_JSXL,40419.0,1,1
URLID_GJID,11423.0,0,0
URLID_AKKB,20400.0,0,0
URLID_EHVG,28472.0,1,0
URLID_ZIZE,20780.0,1,1
URLID_AQBF,71144.0,1,0
URLID_NEEA,21961.0,0,0
URLID_BHUE,31654.0,1,0
URLID_BIAF,18579.2942206655,0,0
URLID_OFQF,31582.0,0,0
URLID_QOFJ,28972.0,0,0
URLID_BGFF,18579.2942206655,0,0
URLID_QRZN,46042.0,1,1
URLID_ZDJC,65524.0,1,1
URLID_NNPM,18149.91743119266,0,0
URLID_OLZA,17583.5,0,0
URLID_XHRK,18971.333333333332,0,0
URLID_FHJD,29449.0,0,1
URLID_QYFC,27818.0,0,0
URLID_PVOE,30299.0,0,1
URLID_QWZE,61298.0,1,0
URLID_CMOH,24481.0,0,0
URLID_XPYF,106973.0,0,1
URLID_TLHL,34060.0,1,1
URLID_HTXF,18856.757668711656,0,0
URLID_JSFH,43971.0,0,0
URLID_XFDC,33206.0,1,0
URLID_PAVI,19413.366666666665,0,0
URLID_GYDG,57121.0,0,0
URLID_IAEK,13214.0,0,0
URLID_QOJI,18607.21875,0,0
URLID_QYTK,26747.0,0,0
URLID_COKM,122223.0,1,1
URLID_XBHG,32396.0,1,1
URLID_QAFO,29091.0,0,0
URLID_QZQG,19385.0,0,0
URLID_XMAF,31110.0,0,0
URLID_LYOM,28960.5,0,0
URLID_XYQJ,38195.0,0,0
URLID_QODK,18433.0,0,0
URLID_DJRI,27941.0,0,1
URLID_GISF,13412.0,0,0
URLID_MUWH,45112.0,0,0
URLID_LFOL,24729.0,0,0
URLID_KIXB,15837.422077922078,0,0
URLID_IILF,42508.0,0,0
URLID_QODG,26677.0,0,0
URLID_BKMJ,39915.0,1,0
URLID_KVHA,47599.0,1,1
URLID_QNHH,14212.0,0,0
URLID_CEKF,31637.0,0,0
URLID_HTCH,24376.0,0,0
URLID_DVML,15757.0,0,0
URLID_FIJG,91304.0,1,1
URLID_IFFA,65790.0,1,1
URLID_YMXN,59058.0,0,1
URLID_XNBJ,21499.0,0,0
URLID_UAAE,100298.0,0,0
URLID_PFSI,23311.0,0,0
URLID_SJOG,21620.0,1,0
URLID_LZSJ,14300.0,1,0
URLID_TDDI,20167.0,0,0
URLID_JMEH,30210.0,0,0
URLID_NVDO,22189.0,1,1
URLID_EFQD,17375.598619896493,0,0
URLID_YVNA,15302.666666666666,1,0
URLID_YRCI,16598.0,0,0
URLID_SOAM,19759.7552238806,0,0
URLID_DKHC,16567.333333333332,0,0
URLID_UDPM,76149.0,1,1
URLID_TIKC,15429.0,0,0
URLID_JJUN,23167.0,1,0
URLID_SNTI,49911.0,0,0
URLID_DWOL,45159.0,1,0
URLID_QGTM,17641.0,0,0
URLID_EPCO,6536.0,0,0
URLID_NAEB,34717.0,1,0
URLID_DPRH,12047.0,0,0
URLID_DTCN,88104.0,1,1
URLID_BDSH,16780.48,0,0
URLID_MQZE,28941.0,0,0
URLID_ESME,50137.0,0,0
URLID_VALA,25169.0,0,0
URLID_NSPD,55512.0,0,0
URLID_JDOG,18974.4,0,0
URLID_XSVM,22533.0,0,0
URLID_RSAA,51216.0,1,1
URLID_VXAC,105194.0,1,1
URLID_JHKF,18884.0,0,0
URLID_AHAG,58846.0,1,1
URLID_LLRD,55267.0,1,0
URLID_KQRG,51178.5,0,0
URLID_YTIJ,15196.0,0,0
URLID_ULZD,50054.0,1,1
URLID_KAYI,17613.25,0,0
URLID_TZHM,27487.0,0,0
URLID_YGGL,19385.0,0,0
URLID_LDHI,42566.0,0,0
URLID_ORNC,17276.0,0,0
URLID_RYAC,27574.0,0,0
URLID_WJEH,24701.0,0,0
URLID_YXHH,103426.0,1,1
URLID_YMYJ,23478.0,0,0
URLID_KLGE,17614.122159090908,0,0
URLID_RFEI,41251.0,0,0
URLID_NVLF,16657.0,0,0
URLID_TZRD,68216.0,1,0
URLID_CRHN,21279.0,0,0
URLID_BYPG,32283.0,0,0
URLID_RLMD,44639.0,0,1
URLID_AGPI,33680.0,0,1
URLID_UPPM,15266.0,0,0
URLID_TPTN,117587.0,1,0
URLID_FDDK,22290.2,0,0
URLID_DICL,20505.0,0,0
URLID_ITWJ,18771.25,1,0
URLID_IDYL,17264.0,1,1
URLID_WVWM,21480.0,0,0
URLID_JNCH,21409.0,1,0
URLID_QXZI,37528.0,0,0
URLID_KLIL,17361.279069767443,0,0
URLID_OBTB,40474.0,0,1
URLID_YWEM,26918.0,1,1
URLID_EJUC,19304.5,1,0
URLID_NJHM,48625.0,0,0
URLID_MLBK,153161.0,1,1
URLID_MFLG,44750.0,0,0
URLID_XZRJ,34568.0,1,0
URLID_LVJF,75520.0,1,1
URLID_RICL,37575.0,0,0
URLID_OHVF,26202.0,0,0
URLID_SRBF,182125.0,1,1
URLID_FECF,27783.0,1,0
URLID_VDOI,18451.0,0,0
URLID_DRKC,103094.0,1,1
URLID_INCL,16345.0,0,0
URLID_IRTM,38611.5,1,1
URLID_NZGL,18914.5,0,0
URLID_MKZN,17201.0,0,0
URLID_SXVA,21265.0,0,0
URLID_WTGG,25346.0,1,1
URLID_WNZE,31420.666666666668,0,0
URLID_EHTI,19368.0,0,0
URLID_GMLC,60218.0,1,1
URLID_DQAB,23668.0,1,0
URLID_GMMM,17938.0,0,0
URLID_BFCN,19083.0,1,0
URLID_EQCM,37494.0,0,0
URLID_HKTD,23962.5,0,0
URLID_RAHJ,21229.0625,0,0
URLID_EPYJ,18144.0,0,0
URLID_WSAN,19691.0,0,0
URLID_FNFE,16840.0,0,0
URLID_WEMI,18555.5,0,0
URLID_UEGH,36687.0,0,0
URLID_SGZK,25802.0,1,0
URLID_JOMJ,37380.0,0,1
URLID_IDPF,19924.0,0,0
URLID_DBRF,24204.0,0,0
URLID_WEDA,19167.333333333332,0,0
URLID_CPEJ,48526.0,1,1
URLID_UVLH,35057.0,0,0
URLID_FNZM,9463.0,0,0
URLID_JJKA,23583.0,0,0
URLID_JLGB,46999.0,0,0
URLID_CZFL,35149.0,0,0
URLID_YUUE,27509.0,0,1
URLID_HOSI,17207.122807017542,0,0
URLID_EOUH,16572.14814814815,0,0
URLID_SZKI,23333.666666666668,1,0
URLID_WSZM,25008.0,0,0
URLID_EIJB,21989.0,0,0
URLID_VFKA,18149.91743119266,0,0
URLID_NESE,21698.0,0,0
URLID_OVPN,27515.0,0,0
URLID_ZMAE,39202.0,1,0
URLID_AZWB,30796.166666666668,0,0
URLID_VQKF,25096.0,0,0
URLID_YGWE,28285.0,0,0
URLID_KQNE,27176.0,0,0
URLID_QNXG,32544.0,1,0
URLID_SIVI,40211.0,0,0
URLID_VKNN,19162.333333333332,0,0
URLID_HUZL,76667.0,1,1
URLID_XYDC,14599.0,0,0
URLID_NVUD,32079.5,0,0
URLID_ETCK,18701.285714285714,0,0
URLID_XEAI,48109.0,1,1
URLID_IJFI,36160.0,0,0
URLID_EBMD,24214.5,0,0
URLID_TXGI,24321.333333333332,0,1
URLID_CBUI,10708.681818181818,0,0
URLID_NEIK,15946.0,0,0
URLID_OENC,66909.0,1,0
URLID_XQQC,17729.0,0,0
URLID_JVPK,33022.0,0,0
URLID_WAGI,29268.0,0,0
URLID_RNMG,45194.0,0,0
URLID_YUVF,39804.0,1,0
URLID_EHZB,21227.0,0,0
URLID_MRMD,44161.0,1,1
URLID_NQAL,51759.0,1,1
URLID_IISI,27738.0,0,0
URLID_LWHD,44049.0,1,1
URLID_FZHJ,18294.0,0,0
URLID_AWAO,37705.0,0,1
URLID_DCYF,31705.0,1,0
URLID_DPUH,70585.0,1,1
URLID_HURI,82453.0,1,0
URLID_LMZG,32792.0,0,0
URLID_YFWI,20461.0,0,0
URLID_QYGF,41289.0,1,1
URLID_GNCJ,13045.0,0,0
URLID_PYIE,20281.0,0,0
URLID_OYPL,85961.0,1,1
URLID_JKVB,33733.0,0,0
URLID_NJFD,21658.0,0,0
URLID_GERJ,22077.75,0,0
URLID_YXYH,23351.0,0,0
URLID_ZPQL,33169.0,0,0
URLID_JPFK,28549.0,1,1
URLID_KSTH,25807.0,0,0
URLID_LHLF,34123.0,1,0
URLID_PMWA,198966.0,1,1
URLID_BPXB,16780.48,0,0
URLID_KVIE,14179.0,0,1
URLID_AHMB,18271.26530612245,0,0
URLID_OVVN,19575.571428571428,0,0
URLID_KZEG,42811.666666666664,1,1
URLID_SQFI,76367.0,1,1
URLID_EUCJ,34773.666666666664,1,0
URLID_VSVA,49636.0,0,0
URLID_BYBE,20264.0,0,0
URLID_EQAC,16780.48,0,0
URLID_PRNJ,40556.0,0,0
URLID_ITYH,18358.0,0,0
URLID_XGMK,22013.0,0,0
URLID_WGYB,18630.0,0,0
URLID_NDZG,42019.0,1,1
URLID_UEXB,22938.64285714286,0,0
URLID_DGRH,74013.0,1,1
URLID_TDDB,37873.0,1,0
URLID_WPIM,22226.0,0,0
URLID_RLLE,20570.0,0,0
URLID_KJSC,35857.0,1,1
URLID_TBKL,14756.0,0,0
